target_date,generated_at,source_path,rows,same_day_rows,accepted_rows,rejected_rows,status,detail,auto_apply,production_change
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_api_board_candidate_bridge_skipped_2026-06-18.csv,1,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_api_board_candidate_bridge_skipped_2026-06-28.csv,1,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_api_calibration_rule_candidates.csv,84,84,0,84,NO_ACCEPTED_ROWS,target-date rows exist but are blocked or missing identity,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_api_enriched_scored_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_candidate_provenance_ceiling.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,356,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_forced_api_board_fixture_lineups.csv,1,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_local_raw_fixture_discovery_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_match_stat_forecast_backtest.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_match_stat_forecast_calibration_details.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_match_stat_forecasts.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_pending_prematch_prediction_finalizer.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_post_match_stat_actuals.csv,71,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_postmatch_pick_audit.csv,24,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_postmatch_pick_audit_daily.csv,10,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_prematch_calibration_rule_gate.csv,12,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_prematch_match_story_engine.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_prematch_prediction_calibration_advisor.csv,12,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_promoted_api_enriched_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_rolling_prematch_accuracy_dashboard.csv,6,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_shadow_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_trusted_raw_candidate_promotion_gate.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/governance/vsigma_trusted_raw_fixture_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-23/matches.csv,182,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-23/matches_league_filtered.csv,36,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-23/matches_vsigma_scored_v3.csv,36,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-23/vsigma_deep_analysis_candidates.csv,28,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-23/vsigma_final_approved_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-23/vsigma_final_approved_premium_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-23/vsigma_final_approved_standard_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-23/vsigma_final_blocked_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-23/vsigma_final_downgraded_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-23/vsigma_final_watch_candidates.csv,28,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-24/matches.csv,426,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-24/matches_league_filtered.csv,52,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-24/matches_vsigma_scored_v3.csv,52,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-24/vsigma_deep_analysis_candidates.csv,32,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-24/vsigma_final_approved_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-24/vsigma_final_approved_premium_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-24/vsigma_final_approved_standard_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-24/vsigma_final_blocked_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-24/vsigma_final_downgraded_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-24/vsigma_final_watch_candidates.csv,32,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-25/matches.csv,1680,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-25/matches_league_filtered.csv,144,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-25/matches_vsigma_scored_v3.csv,144,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-25/vsigma_deep_analysis_candidates.csv,109,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-25/vsigma_final_approved_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-25/vsigma_final_approved_premium_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-25/vsigma_final_approved_standard_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-25/vsigma_final_blocked_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-25/vsigma_final_downgraded_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-25/vsigma_final_watch_candidates.csv,109,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-26/matches.csv,1307,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-26/matches_league_filtered.csv,108,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-26/matches_vsigma_scored_v3.csv,108,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-26/vsigma_deep_analysis_candidates.csv,79,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-26/vsigma_final_approved_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-26/vsigma_final_approved_premium_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-26/vsigma_final_approved_standard_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-26/vsigma_final_blocked_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-26/vsigma_final_downgraded_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-26/vsigma_final_watch_candidates.csv,79,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-27/matches.csv,185,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-27/matches_league_filtered.csv,30,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-27/matches_vsigma_scored_v3.csv,30,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-27/vsigma_deep_analysis_candidates.csv,21,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-27/vsigma_final_approved_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-27/vsigma_final_approved_premium_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-27/vsigma_final_approved_standard_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-27/vsigma_final_blocked_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-27/vsigma_final_downgraded_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-27/vsigma_final_watch_candidates.csv,21,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-28/matches.csv,148,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-28/matches_league_filtered.csv,16,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-28/matches_vsigma_scored_v3.csv,16,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-28/vsigma_deep_analysis_candidates.csv,10,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-28/vsigma_final_approved_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-28/vsigma_final_approved_premium_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-28/vsigma_final_approved_standard_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-28/vsigma_final_blocked_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-28/vsigma_final_downgraded_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-28/vsigma_final_watch_candidates.csv,10,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-29/matches.csv,308,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-29/matches_league_filtered.csv,34,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-29/matches_vsigma_scored_v3.csv,34,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-29/vsigma_deep_analysis_candidates.csv,27,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-29/vsigma_final_approved_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-29/vsigma_final_approved_premium_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-29/vsigma_final_approved_standard_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-29/vsigma_final_blocked_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-29/vsigma_final_downgraded_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-29/vsigma_final_watch_candidates.csv,27,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-30/matches.csv,211,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-30/matches_league_filtered.csv,19,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-30/matches_vsigma_scored_v3.csv,19,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-30/vsigma_deep_analysis_candidates.csv,15,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-30/vsigma_final_approved_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-30/vsigma_final_approved_premium_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-30/vsigma_final_approved_standard_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-30/vsigma_final_blocked_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-30/vsigma_final_downgraded_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-04-30/vsigma_final_watch_candidates.csv,15,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-01/matches.csv,505,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-01/matches_league_filtered.csv,46,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-01/matches_vsigma_scored_v3.csv,46,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-01/vsigma_deep_analysis_candidates.csv,28,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-01/vsigma_final_approved_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-01/vsigma_final_approved_premium_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-01/vsigma_final_approved_standard_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-01/vsigma_final_blocked_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-01/vsigma_final_downgraded_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-01/vsigma_final_watch_candidates.csv,28,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-02/matches.csv,1265,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-02/matches_league_filtered.csv,149,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-02/matches_vsigma_scored_v3.csv,149,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-02/vsigma_deep_analysis_candidates.csv,119,0,0,0,NO_SAME_DAY_ROWS,file has no target-date rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-02/vsigma_final_approved_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-02/vsigma_final_approved_premium_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-02/vsigma_final_approved_standard_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-02/vsigma_final_blocked_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
2026-06-30,2026-06-30T20:14:28+01:00,data/processed/historical/2026-05-02/vsigma_final_downgraded_candidates.csv,0,0,0,0,EMPTY_OR_UNREADABLE,file has no readable CSV rows,NO,NO
